,name,img,description
352,Dazzling Staff 2,https://img.game8.co/3407714/1ea0e6721e4f76f8d044c80cfcce806a.png/show,"If unit has  \xe2\x89\xa5 50% HP at the start of combat, the enemy cannot counterattack."
353,Dazzling Staff 3,https://img.game8.co/3407710/15b50e64877ce60e0d1b279361a6ecf8.png/show,The enemy cannot counterattack.
354,,,
355,Yngvi Ascendant,https://img.game8.co/3394289/046c0c6a57b3a5ff87eb5b9736d079f0.png/show,"Neutralizes effects that prevent unit's follow-up attacks during combat. If unit initiates combat, unit can make a follow-up attack before foe can counterattack."
356,Sacae,https://img.game8.co/3405724/bd8727caccc17f7431538e3b24847b6f.png/show,"If foe has sword, lance or axe, foe cannot counterattack."
357,Beorc,https://img.game8.co/3407811/3bd95460ec71c2a58cfc42def7a8089c.png/show,"Neutralizes cavalry and flying foe\xe2\x80\x99s bonuses (from skills like Fortify, Rally etc. ) during combat."
358,Crusader,https://img.game8.co/3407741/2f9470774ce1768d1421e8e53100e138.png/show,"If unit receives consecutive counter attacks from a foe 2 spaces away, damage from second attack onward reduced by 80%. (Skill cannot be inherited)"
359,Recover Ring,https://img.game8.co/3407221/b6f8c1f901f196128412307873157d32.png/show,"At start of turn, restores 10 HP. (Skill cannot be inherited.)"
360,Follow-Up Ring,https://img.game8.co/3407451/cfc20060541c0a5d4d4bd0a8b5f3a530.png/show,Unit makes a guaranteed follow-up attack when unit\xe2\x80\x99s HP \xe2\x89\xa5 50% at start of combat. (Skill cannot be inherited. )
361,Chilling Seal,https://img.game8.co/3407737/b58b5f4df3ad688914676ee22ad22dca.png/show,"At the start of each turn, if unit\xe2\x80\x99s HP \xe2\x89\xa5 50%, inflicts Atk/Spd -6 on foe on the enemy team with the lowest Def through its next action. (Skill cannot be inherited. ) If there is a tie between several units, they will all get the debuff."
362,Chilling Seal II,https://img.game8.co/3407225/a74a1c38623c1cd2a110b4db3b177539.png/show,"At the start of turn, inflicts Atk/Spd/Def/Res-7 on foes on enemy team with the lowest Def through their next actions and inflicts Atk/Res-7 on foes within 2 spaces of foes on the enemy team with the lowest Def through their next actions."
363,Warp Powder,https://img.game8.co/3405531/a8e9c59336ee3ef51d2306b5d78ae36f.png/show,"If unit\xe2\x80\x99s HP \xe2\x89\xa5 80%, unit can move adjacent to any ally within 2 spaces."
364,Solar Brace,https://img.game8.co/3406328/c118ba29a614da6f0e5a41c991ea1dd2.png/show,Restores 30% of damage dealt when Special triggers during combat. (Stacks with effects of skills like Sol. )
365,S Drink,https://img.game8.co/3405725/b99a73696d0cf3f534ee07b3e7e87184.png/show,"At the start of turn 1, restores 99 HP and grants Special cooldown count -1."
366,Bushido,https://img.game8.co/3407763/ac0bdde924c6e200af5dd69c94662a14.png/show,Deals +10 damage when Special triggers.
367,Bushido II,https://img.game8.co/3407216/cb44934720dc688a098284a8f1abd05b.png/show,"Neutralizes ""effective against flying"" bonuses. Deals +7 damage. If unit\'s Spd > foe\'s Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Rokkr area-of-effect Specials) by percentage = difference between stats x 4 (max 40%)."
368,Double Lion,https://img.game8.co/3407629/2b0f314053d3f776f35c5535bf75cb20.png/show,"If unit\xe2\x80\x99s HP \xc2\xa0= 100% at start of combat and unit initiates combat, unit attacks twice, but deals 1 damage to unit after combat. (Does not stack. )"
369,Binding Shield,https://img.game8.co/3406325/1399f875aa39d5b8ec79ac9862d3bda0.png/show,"In combat against a dragon foe, unit makes a guaranteed follow-up attack and foe cannot counter attack or make a follow-up attack."
370,Lunar Brace,https://img.game8.co/3406347/d002dc2fbf80c3283eb2a0bb949dfc71.png/show,Slows Special trigger (cooldown count + 1). Deals damage \xc2\xa0= 50% of foe\xe2\x80\x99s Def when Special triggers.
371,Freezing Seal,https://img.game8.co/3406313/8b8635948207e2b0bb01955513c5fb58.png/show,"At start of turn, if unit\xe2\x80\x99s HP \xe2\x89\xa5 50%, inflicts Atk/Spd -6 on foe on the enemy team with the lowest Res through its next action."
372,Lunar Brace II,https://img.game8.co/3466401/5f03a82561ad5943c93ba699bb8eb404.png/show,"Enables \xe3\x80\x90Canto (2)\xe3\x80\x91. Neutralizes effects that guarantee foe's follow-up attacks during combat and effects that prevent unit's follow-up attacks during combat. Deals damage = 15% of foe's Def.\xe3\x80\x90Canto (2)\xe3\x80\x91"""
373,Soul of Zofia,https://img.game8.co/3408117/436be05ebd1d61b957390b815ee93aa2.png/show,"Neutralizes effects that guarantee foe's follow-up attacks or prevent unit's follow-up attacks during combat. If unit's HP \xe2\x89\xa4 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack."
374,Deadly Balance,https://img.game8.co/3406326/0a49b2bf93718c8833d6a0f9090d69dc.png/show,"At start of combat, if unit's HP \xe2\x89\xa7 50% or\xe3\x80\x90Penalty\xe3\x80\x91is active on unit, inflicts Atk/Def-5 on foe & grants Special cooldown +1 per foe's attack during combat. (Only highest value applied. Does not stack. Cooldown charge granted even if foe's attack deals 0 damage)\xe3\x80\x90Penalty\xe3\x80\x91All effects that last on foe through next action. Includes penalties inflicted by skills like Panic/Threaten & negative status effects (preventing counterattacks, restricting movement, the effects of Triangle Adept/Guard)."
375,Belief in Love,https://img.game8.co/3407214/18897d4da4a921d8a02554397f21d7ee.png/show,"If foe initiates combat or if foe's HP = 100% at start of combat, inflicts Atk/Def -5 on foe during combat."
376,Raging Storm,https://img.game8.co/3407215/9e0a8506c9ea0c83c9d7585dea5f08c7.png/show,"If unit initiates combat, grants another action to unit if unit is not adjacent to an ally after combat. (Once per turn. If a skill that moves unit after combat is used, references unit's position after that movement occurs.)If foe uses dragonstone or beast damage and unit is not adjacent to an ally, unit makes a guaranteed follow-up attack during combat."
377,Holy War,https://img.game8.co/3407218/3d91423f760d1d64a31d71b7a114ae15.png/show,"If unit's HP \xe2\x89\xa5 50% and foe initiates combat, unit makes a guaranteed follow-up attack before foe can counterattack."
378,Blue Lion Rule,https://img.game8.co/3407219/77a8e2f7a5c2f1c344892ac9e272f162.png/show,"If unit's Def > foe's Def, reduces damage from attacks during combat and from area-of-effect Specials (excluding R\xc3\xb8kkr area-of- effect Specials) by percentage = difference between stats \xc3\x97 4 (max 40%), and also if foe initiates combat, unit makes a guaranteed follow-up attack."
379,Black Eagle Rule,https://img.game8.co/3407223/654157e1fed20c9964fae525b27de338.png/show,"If unit\'s HP \xe2\x89\xa5 25%, unit makes a guaranteed follow-up attack, and also if foe initiates combat, damage received by foe\'s follow-up attack is also reduced by 80% (For standard weapons, ""follow-up attack means the second strike, For weapons that grant ""unit attacks twice,"" it means the third and fourth strikes.)"
380,Atrocity,https://img.game8.co/3374863/3e6e193cf1cbeb4c43e98116e79d5282.png/show,"At start of combat, if foe's HP \xe2\x89\xa5 50%, boosts damage by 25% of unit's Atk, and after combat, inflicts Atk/Spd/Def/Res-5 and Special cooldown count+1 on target and foes within 2 spaces of target through their next actions. (No effect on Special cooldown counts already at maximum.)"
381,Binding Necklace,https://img.game8.co/3407222/2f163df0a51eeab765e52d85ddc5dfae.png/show,"If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+2 to unit and inflicts Atk/Spd/Def/Res-2 on foe during combat, and also if foe has bonuses, grants bonus to unit's Atk/Spd/Def/Res and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats. Calculates each stat bonus independently."
382,Fallen Star,https://img.game8.co/3407220/38fafe546abf5aa9626a1671610cacbe.png/show,"If unit initiates combat, reduces damage from foe's first attack by 80% during combat, and after combat, grants \xe3\x80\x90Fallen Star\xe3\x80\x91 to unit and inflicts \xe3\x80\x90Gravity\xe3\x80\x91 on target and foes within 1 space of target.   \xe3\x80\x90Fallen Star\xe3\x80\x91  For 1 turn, during unit's first combat in player phase and enemy phase, reduces damage from foe's first attack by 80%."
383,Sun-Twin Wing,https://img.game8.co/3374436/aef8bf41daace82ec1a8279227b8a1a3.png/show,"At start of combat, if unit's HP \xe2\x89\xa5 25%, inflicts Spd/Def-5 on foe and also neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat."
384,Armored Wall,https://img.game8.co/3374319/68e05c5fa08a42527f37296760ffccdd.png/show,"At start of combat, if unit's HP \xe2\x89\xa5 25%, grants Special cooldown charge +1 to unit, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack) and restores 7 HP to unit after combat.  During unit's first combat in player phase or enemy phase, at start of combat, if unit's HP \xe2\x89\xa5 25% while transformed, reduces damage from foe's first attack by 40%."
385,Murderous Lion,https://img.game8.co/3374323/dea399ca621c1b67face6106b99b3ee1.png/show,"Enables \xe3\x80\x90Canto (Rem. +1)\xe3\x80\x91.  If unit is not adjacent to an ally. Inflicts Spd/Def-3 on foe during combat and foe cannot counterattack. (Unit moves accrdng. to movement type. Once per turn. Cannot atk or asst . Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered, Canto will trigger again. Unit's base movement has no effect on movement granted. Cannot warp a distance greater than unit's remaining movement +1.) \xe3\x80\x90Canto (Rem. +1)\xe3\x80\x91"""
386,Moon-Twin Wing,https://img.game8.co/3373131/5b8ea1980b5571900bfadba7e66891e8.png/show,"At start of combat, if unit's HP \xe2\x89\xa5 25%, inflicts Atk/Spd-5 on foe during combat, and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding R\xc3\xb8kkr area-of-effect Special) by percentage = different between stats x 4 (max 40%)."
387,Moonlight Bangle,https://img.game8.co/3404711/d4e93abe6d2bffb26041a7c2fb0f9b64.png/show,"Enables \xe3\x80\x90Canto (2)\xe3\x80\x91.  Neutralizes unit\'s penalties that inflict ""Special cooldown charge -X"" on unit during combat. Deals damage = X% of foe\'s Def when Special triggers (X = unit\'s max Special cooldown count value x 10, +20)."
388,Detailed Report,https://img.game8.co/3404710/a29976db23f6f78c501d5bdfb029c8b5.png/show,"Foe's with Range = 1 cannot move through spaces adjacent to unit. (Does not affect foes with Pass skills.)  Foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.)  Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)"
389,Prescience,https://img.game8.co/3411080/b23352f3d1200cedae97ba65180b0a99.png/show,"Inflicts Atk/Res-5 on foe during combat. If unit initiates combat or if foe's Range = 2, reduces damage from foe's first attack by 30%."
390,Solar Brace II,https://img.game8.co/3423405/f6e1afe9eb07a426c863f6733d06a2eb.png/show,"Enables \xe3\x80\x90Canto (2)\xe3\x80\x91.  Neutralizes unit\'s penalties that inflict ""Special cooldown charge-X"" on unit during combat. Restores 10 HP to unit after combat."
391,Binding Shield II,https://img.game8.co/3447000/f74266ab8f378b74e6447e7257f6b6fe.png/show,"If unit's Spd \xe2\x89\xa5 foe's Spd+5 or if unit is in combat against a dragon foe, unit makes a guaranteed follow-up attack and foe cannot counterattack or make a follow-up attack."
392,Divine Recreation,https://img.game8.co/3454809/9a98df43eea36ffc6b2290d4d761b99d.png/show,"At start of combat, if foe's HP \xe2\x89\xa5 50%, inflicts Atk/Spd/Def/Res-4 on foe during combat, reduces damage from foe's first attack during combat by 30%, and boosts unit's next attack by total damage reduced (by any source, including other skills). Resets at end of combat."
393,,,
